asset_tag_,serial_,description,quantity,location,price,has_purchase_order,has_supplier_info,lifespan_days,estimated_useful_life_days,asset_current_age_days,linear_depreciation_rate,stagnation_time_days,depreciation_pct,days_to_service,has_been_transferred,price_per_unit,is_high_value,category_encoded,condition_encoded,dept_ALL,dept_AMP,dept_AUTO,dept_AUTO-COL,dept_AUTO-OPE,dept_AUTOMATION,dept_CAD,dept_CDL,dept_CONST,dept_DMC,dept_ELEC-ENG,dept_Electrical,dept_GIS,dept_HONDA,dept_HVAC,dept_LEED,dept_MACHINIST,dept_Maintenance,dept_PLUM,dept_SEMI,dept_WELD,campus_Dobie,campus_Lockhart,campus_Lockhart Correctional,campus_Northridge,campus_Riverside,campus_Round Rock,campus_San Marcos,campus_Smithville,campus_TOOF,target_needs_repair
103011,SN-122311,Fieldpiece Vaccum Pump VP87,1,Container 4A,7545.74,0,0,,1095,1799,6.891086757990867,-1,164.29223744292239,15,0,7545.74,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103067,SN-754795,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,11226.01,0,0,,1095,1176,10.25206392694064,-1,107.3972602739726,20,0,11226.01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103065,SN-872207,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,9831.48,0,0,,1095,574,8.978520547945205,-1,52.42009132420091,14,0,9831.48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103064,SN-201882,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,9484.65,0,0,,1095,743,8.661780821917809,-1,67.85388127853881,17,0,9484.65,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103063,SN-404329,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,15423.21,0,0,,1095,769,14.085123287671232,-1,70.22831050228311,14,0,15423.21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103061,SN-776222,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,7778.82,0,0,,1095,794,7.103945205479452,-1,72.51141552511416,18,0,7778.82,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103060,SN-367337,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,14338.87,0,0,,1095,264,13.094858447488585,-1,24.10958904109589,20,0,14338.87,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103058,SN-109317,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,13665.64,0,0,,1095,549,12.480036529680365,-1,50.136986301369866,20,0,13665.64,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103056,SN-605920,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,17159.5,0,0,,1095,1060,15.670776255707763,-1,96.80365296803653,15,0,17159.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103055,SN-434071,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,11758.65,0,0,,1095,976,10.738493150684931,-1,89.1324200913242,15,0,11758.65,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103054,SN-203699,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,16965.8,0,0,,1095,604,15.493881278538812,-1,55.15981735159817,14,0,16965.8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
100041,SN-160103,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,10726.93,0,0,,1095,2317,9.796283105022832,-1,211.59817351598173,20,0,10726.93,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-431992,SN-198457,Fieldpiece Refrigerant Recover Machine (MR45),1,Container 4A,12452.58,0,0,,1095,869,11.372219178082192,-1,79.36073059360731,15,0,12452.58,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-134269,25061104AACO,Fieldpiece Digital Manifold (SM382V),1,Container 4A,15550.24,0,0,,365,113,42.60339726027397,-1,30.958904109589042,21,0,15550.24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-871205,SN-262373,Exhaust Fans,7,Container 4A,7099.36,0,0,,365,474,19.450301369863013,-1,129.86301369863014,16,0,1014.1942857142857,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94852,3125311,Shipping Container,1,Container 4B,19274.15,1,1,,1825,934,10.561178082191782,-1,51.178082191780824,15,0,19274.15,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-960895,67175,Amatrol Electric Motors Workstation,1,Container 11B,9487.88,0,0,,1825,511,5.198838356164383,-1,28.000000000000004,12,0,9487.88,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-780411,67178-2,Amatrol Capacitive Load 250 Var,1,Container 11B,5576.85,0,0,,1825,423,3.055808219178082,-1,23.17808219178082,21,0,5576.85,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-794194,67177-1,Amatrol Resistive Load 400w,1,Container 11B,5685.81,0,0,,1825,2638,3.1155123287671236,-1,144.54794520547944,17,0,5685.81,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-544393,67180-1,Amatrol 85 MT2E Fault Module,1,Container 11B,7669.25,0,0,,1825,1116,4.202328767123288,-1,61.15068493150685,15,0,7669.25,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-957937,67178-1,Amatrol Synchronizing switch,1,Container 11B,9062.11,0,0,,1825,1116,4.965539726027398,-1,61.15068493150685,15,0,9062.11,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-121599,67179-1,Amatrol Wound rotor speed controller,1,Container 11B,7667.98,0,0,,1825,506,4.2016328767123285,-1,27.72602739726027,18,0,7667.98,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-931944,67178-3,Reuland A000,1,Container 11B,6497.56,0,0,,1825,598,3.5603068493150687,-1,32.76712328767123,12,0,6497.56,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-702269,67179-2,Reuland A000,1,Container 11B,9809.29,0,0,,1825,677,5.374953424657535,-1,37.0958904109589,18,0,9809.29,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-456044,66564-4,Yaskawa Servopack,1,Container 11B,6489.26,0,0,,1825,726,3.555758904109589,-1,39.78082191780822,12,0,6489.26,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-821307,66564-3,Yaskawa	Servopack,1,Container 11B,5434.42,0,0,,1825,814,2.977764383561644,-1,44.602739726027394,13,0,5434.42,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-992826,66564-2,Yaskawa Control Machine,1,Container 11B,5260.43,0,0,,1825,60,2.8824273972602743,-1,3.287671232876712,15,0,5260.43,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-677989,66558-4,Yaskawa Servopack,1,Container 11B,5152.03,0,0,,1825,444,2.823030136986301,-1,24.32876712328767,17,0,5152.03,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-189995,66558-3,Yaskawa Servopack,1,Container 11B,8634.67,0,0,,1825,987,4.731326027397261,-1,54.08219178082192,14,0,8634.67,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-524576,66558-2,Yaskawa Control Machine,1,Container 11B,5535.77,0,0,,1825,735,3.0332986301369864,-1,40.273972602739725,21,0,5535.77,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-705237,66565-4,Yaskawa Servopack,1,Container 11B,8580.68,0,0,,1825,1224,4.701742465753425,-1,67.06849315068493,11,0,8580.68,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-490118,66565-3,Yaskawa Servopack,1,Container 11B,9331.71,0,0,,1825,700,5.113265753424657,-1,38.35616438356164,21,0,9331.71,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-105276,66565-2,Yaskawa Control Machine,1,Container 11B,9998.14,0,0,,1825,2288,5.478432876712328,-1,125.36986301369863,20,0,9998.14,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-610241,66562-4,Yaskawa Servopack,1,Container 11B,9045.32,0,0,,1825,1230,4.956339726027397,-1,67.3972602739726,21,0,9045.32,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-141202,66562-3,Yaskawa Servopack,1,Container 11B,7121.75,0,0,,1825,419,3.902328767123288,-1,22.95890410958904,16,0,7121.75,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-391284,66562-2,Yaskawa Control Machine,1,Container 11B,8110.66,0,0,,1825,820,4.444197260273972,-1,44.93150684931507,12,0,8110.66,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-592314,65705,Hioki Resistant Meter,1,Container 11B,9165.81,0,0,,1825,573,5.022361643835616,-1,31.397260273972606,19,0,9165.81,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-156696,65706,Hioki Resistant Meter,1,Container 11B,8580.1,0,0,,1825,1533,4.701424657534247,-1,84.0,19,0,8580.1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-122495,62701,Allen Bradley Compact I/O,1,Container 11B,6452.15,0,0,,1825,407,3.5354246575342465,-1,22.301369863013697,18,0,6452.15,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-813892,62700,Allen Bradley Compact I/O,1,Container 11B,8810.03,0,0,,1825,1190,4.827413698630138,-1,65.20547945205479,20,0,8810.03,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-978048,62699,Allen Bradley Compact I/O,1,Container 11B,5547.07,0,0,,1825,387,3.039490410958904,-1,21.205479452054796,16,0,5547.07,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-962519,40288,Dell Power Vault 221S,1,Container 11B,6542.3,0,0,,1825,1093,3.5848219178082195,-1,59.890410958904106,14,0,6542.3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-282605,40219,Dell Power Edge 2600,1,Container 11B,9980.7,0,0,,1825,446,5.468876712328767,-1,24.438356164383563,19,0,9980.7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-543410,SN-708232,Insulation tester,1,Container 4B,7356.14,0,0,,1825,2660,4.030761643835617,-1,145.75342465753425,18,0,7356.14,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-725947,SN-145993,Air Handler meter,1,Container 4B,6338.81,0,0,,1825,599,3.473320547945206,-1,32.821917808219176,20,0,6338.81,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-388511,SN-683564,Screwdrivers,1,Container 9A,8924.13,0,0,,1825,857,4.889934246575342,-1,46.95890410958904,14,0,8924.13,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-120020,SN-620247,Hex Keys,1,Container 9A,7250.93,0,0,,1825,1199,3.9731123287671233,-1,65.6986301369863,21,0,7250.93,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-402016,SN-498359,Pliers,1,Container 9A,5109.7961,0,0,,1825,319,2.7998882739726025,-1,17.47945205479452,10,0,5109.7961,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-688540,SN-351913,Wire cutters,1,Container 9A,5146.32,0,0,,1825,131,2.8199013698630133,-1,7.178082191780821,13,0,5146.32,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-956015,SN-255928,Levels,1,Container 9A,6295.12,0,0,,1825,394,3.449380821917808,-1,21.58904109589041,12,0,6295.12,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-705951,SN-259271,Contact Blocks,1,Container 11B,6659.76,0,0,,1825,968,3.6491835616438357,-1,53.04109589041096,19,0,6659.76,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-433106,SN-851404,Ethernet cables,1,Container 11B,9686.28,0,0,,1825,57,5.307550684931507,-1,3.1232876712328768,17,0,9686.28,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-356962,SN-131321,HDMI Cables,1,Container 11B,6236.51,0,0,,1825,1054,3.4172657534246578,-1,57.75342465753425,19,0,6236.51,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-862003,SN-769665,Boards,1,Container 11B,9250.45,0,0,,1825,460,5.068739726027398,-1,25.205479452054796,20,0,9250.45,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-479766,SN-658157,Selenoid cable,1,Container 11B,9267.64,0,0,,1825,443,5.078158904109589,-1,24.273972602739725,12,0,9267.64,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-574548,SN-992809,Terminal set,1,Container 11B,7080.72,0,0,,1825,821,3.879846575342466,-1,44.986301369863014,13,0,7080.72,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-539210,SN-255222,Electrical board,1,Container 11B,9966.22,0,0,,1825,141,5.4609424657534245,-1,7.726027397260274,20,0,9966.22,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-559953,SN-788521,Heat tubing,1,Container 11B,8809.2,0,0,,1825,1033,4.826958904109589,-1,56.602739726027394,12,0,8809.2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-842581,SN-528226,Wire Bracket,1,Container 11B,7420.24,0,0,,1825,2800,4.065884931506849,-1,153.42465753424656,20,0,7420.24,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-744749,SN-167845,Main Board,1,Container 11B,6307.27,0,0,,1825,1047,3.4560383561643837,-1,57.36986301369863,21,0,6307.27,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-122784,SN-690652,Brain model,1,Container 11B,7305.37,0,0,,1825,410,4.002942465753424,-1,22.465753424657535,10,0,7305.37,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-574552,SN-940216,Heart model,1,Container 11B,9510.24,0,0,,1825,515,5.211090410958904,-1,28.21917808219178,17,0,9510.24,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-485909,SN-228777,Glass fiber lights,1,Container 11B,7683.44,0,0,,1825,753,4.210104109589041,-1,41.26027397260274,13,0,7683.44,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-754717,SN-741027,Plastic balls,1,Container 11B,5969.53,0,0,,1825,1166,3.2709753424657535,-1,63.89041095890411,12,0,5969.53,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-941480,SN-799293,Electric motors  workstation,1,Container 11B,6877.85,0,0,,1825,1075,3.7686849315068494,-1,58.9041095890411,10,0,6877.85,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-604599,SN-471200,Mini human mannequin,1,Container 11B,7380.52,0,0,,1825,297,4.044120547945206,-1,16.273972602739725,12,0,7380.52,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-160722,SN-491443,Misc brouchures,1,Container 11B,5953.59,0,0,,1825,469,3.262241095890411,-1,25.6986301369863,11,0,5953.59,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-783382,SN-568042,Misc sewing patterns,1,Container 11B,7864.68,0,0,,1825,908,4.309413698630137,-1,49.75342465753425,15,0,7864.68,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-678065,SN-624122,Stiching mannequin,1,Container 11B,5170.96,0,0,,1825,266,2.8334027397260275,-1,14.575342465753424,12,0,5170.96,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-357167,SN-326433,LCR meter,1,Container 11B,9106.17,0,0,,1825,1218,4.989682191780822,-1,66.73972602739727,17,0,9106.17,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-151224,SN-117723,Ironing boards,1,Container 11B,5893.58,0,0,,1825,1198,3.229358904109589,-1,65.64383561643835,13,0,5893.58,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-646339,SN-525147,Random fabric boxes,1,Container 11B,5514.39,0,0,,1825,79,3.021583561643836,-1,4.328767123287671,18,0,5514.39,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GEN-107051,SN-479473,Random electric cart,1,Container 11B,7944.35,0,0,,1825,91,4.353068493150685,-1,4.986301369863014,10,0,7944.35,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76891,NA104022N,Miller Multimatic 200 Welding Machine,1,Container 5A,8994.57,0,0,,1095,46,8.21421917808219,-1,4.200913242009133,9,0,8994.57,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
76896,SN-534857,Miller Multimatic 200 Welding Machine,1,Container 5A,16507.32,0,0,,1095,971,15.07517808219178,-1,88.67579908675799,17,0,16507.32,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82461,SN-285779,Miller Multimatic Welding Machine,1,Container 5A,11460.14,0,0,,1095,477,10.465881278538813,-1,43.56164383561644,15,0,11460.14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82462,SN-388814,Miller Multimatic Welding Machine,1,Container 5A,11778.04,0,0,,1095,984,10.75620091324201,-1,89.86301369863014,16,0,11778.04,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
824110,SN-532122,Champion 3400W Inverter,1,Container 1B,15848.79,0,0,,1095,334,14.47378082191781,-1,30.502283105022833,20,0,15848.79,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82393,SN-877082,Champion 3400W Inverter,1,Container 1B,7785.91,0,0,,1095,2814,7.110420091324201,-1,256.986301369863,19,0,7785.91,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82404,SN-541910,Champion 3400W Inverter,1,Container 1B,14689.51,0,0,,1095,744,13.415077625570776,-1,67.94520547945206,11,0,14689.51,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82406,SN-372598,Champion 3400W Inverter,1,Container 1B,13437.51,0,0,,1095,652,12.271698630136987,-1,59.54337899543379,19,0,13437.51,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82408,SN-190961,Champion 3400W Inverter,1,Container 1B,10569.73,0,0,,1095,772,9.652721461187214,-1,70.50228310502284,13,0,10569.73,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82403,SN-831890,Champion 3400W Inverter,1,Container 1B,17471.33,0,0,,1095,71,15.955552511415526,-1,6.4840182648401825,13,0,17471.33,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82387,SN-836661,Champion 3400W Inverter,1,Container 1B,5286.37,0,0,,1095,287,4.827735159817352,-1,26.210045662100455,21,0,5286.37,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82394,SN-274872,Champion 3400W Inverter,1,Container 1B,16209.56,0,0,,1095,621,14.803251141552511,-1,56.71232876712329,15,0,16209.56,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82410,SN-777080,Champion 3400W Inverter,1,Container 1B,6864.37,0,0,,1095,532,6.26883105022831,-1,48.58447488584475,10,0,6864.37,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82414,SN-504619,Champion 3400W Inverter,1,Container 1B,15916.56,0,0,,1095,2219,14.535671232876712,-1,202.64840182648402,15,0,15916.56,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82407,SN-407143,Champion 3400W Inverter,1,Container 1B,6998.67,0,0,,1095,756,6.391479452054795,-1,69.04109589041096,16,0,6998.67,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82595,SN-163818,Generac Large 8000 Generator,1,Container 5A,5696.58,0,0,,1095,46,5.202356164383562,-1,4.200913242009133,2,0,5696.58,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82596,3007431421,Generac Large 8000 Generator,1,Container 5A,11508.89,0,0,,1095,979,10.510401826484017,-1,89.40639269406392,16,0,11508.89,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82597,3007431420,Generac Large 8000 Generator,1,Container 5A,17036.1,0,0,,1095,1082,15.558082191780821,-1,98.81278538812785,11,0,17036.1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94863,RX2223799,Shipping Container,1,Container 5A,12976.35,1,1,,1825,61,7.1103287671232875,-1,3.3424657534246576,21,0,12976.35,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94880,ND18121N,Miller Multimatic 215 Welding Machine,1,Container 5A,8346.34,0,0,,1095,363,7.622228310502283,-1,33.15068493150685,18,0,8346.34,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94881,ND181122N,Miller Multimatic 215 Welding Machine,1,Container 5A,11324.26,0,0,,1095,1099,10.3417899543379,-1,100.36529680365295,15,0,11324.26,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94884,ND181119N,Miller Multimatic 215 Welding Machine,1,Container 5A,12904.58,0,0,,1095,297,11.785004566210045,-1,27.123287671232877,10,0,12904.58,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
